Company,City,Country,Industry,Investor,Last Valuation,Unicorn
Virtkick,San Antonio,United States,Cloud Computing,Techstars,3000000,0
QuiO,New York,United States,Health Care,,3000000,0
AVVAY,Franklin,United States,Content Creators,Techstars,3000000,0
Amp.it,South Pasadena,United States,Digital Entertainment,Founder Friendly Labs,3000000,0
Cultivera,Washington,United States,Business Intelligence,,3000000,0
TableHero,Mountain View,United States,Identity Management,Kunal Shah,3000000,0
Crowdskout,Washington,United States,Analytics,,3000000,0
The Town Kitchen,Oakland,United States,Communities,SheEO,3000000,0
B-MoGen Biotechnologies,Saint Paul,United States,Biotechnology,,3000000,0
The Graide Network,Chicago,United States,E-Learning,Impact Engine,3000000,0
Archeio Technologies,Dallas,United States,Oil and Gas,Green Park & Golf Ventures,3000000,0
Traverse Data,Seattle,United States,Advertising,Geoff Judge,3000000,0
JivanaBiotechnology,Peoria,United States,Biotechnology,,3000000,0
Binded,San Francisco,United States,Art,Social Starts,3000000,0
Pijon,New York,United States,E-Commerce,500 Global,3000000,0
Vires Aeronautics,Livermore,United States,Aerospace,Draper Associates,3000000,0
Jellyfish Health,Panama City,United States,Health Care,,3000000,0
Alma Campus,Stanford,United States,Social Media,Norwest Venture Partners,3000000,0
Vinja,San Mateo,United States,Internet,Ed Battle,3000000,0
Aemass,San Francisco,United States,3D Technology,Boost VC,3000000,0
AppThis,Denver,United States,Advertising,,3000000,0
BruVue,Raleigh,United States,B2B,NC IDEA,3000000,0
Envicase,New York,United States,Mobile,Neowiz,3000000,0
Line Health,Boston,United States,Fitness,Bolt,3000000,0
Bitzumi,New York,United States,Information Services,Acacia Research,3000000,0
Bamboo Commerce,Ann Arbor,United States,Manufacturing,Bamboo Ventures,3000000,0
Influence Technologies,Denver,United States,CRM,Lighter Capital,3000000,0
Rewired Solutions,Sarasota,United States,Advertising,New World Angels,3000000,0
Cove,Washington,United States,Communities,Second Century Ventures,3400000,0
American Robotics,Waltham,United States,AgTech,BRC Innovation,3500000,0
Pathrise,San Francisco,United States,Career Planning,LetsVenture,3500000,0
Comeet,Brooklyn,United States,Enterprise Software,Flashpoint,3500000,0
PromoRepublic,Helsinki,Finland,Advertising,Startup Wise Guys,3500000,0
Seniorly,San Francisco,United States,Communities,Formation Capital,3500000,0
Rooam,Los Angeles,United States,FinTech,,3500000,0
PocketSuite,San Francisco,United States,Accounting,Y Combinator,3500000,0
Magic AI,Seattle,United States,Artificial Intelligence,Techstars,3500000,0
Ranomics,San Francisco,United States,Genetics,IndieBio,3500000,0
BlueLine Grid,Annapolis,United States,Collaboration,Motorola Solutions,3500000,0
Mend VIP,Orlando,United States,Fitness,Florida Institute for the Commercialization of Florida Technology,3500000,0
PhoneWagon,New York,United States,Business Intelligence,Techstars,3500000,0
RevBoss,Durham,United States,Internet,Automated Insights,3500000,0
Promoter.io,San Antonio,United States,Analytics,Geekdom Fund,3500000,0
ArtLifting,Cambridge,United States,Art,MassChallenge,3500000,0
Work Today,Santa Monica,United States,SMS,Bossanova Investimentos,3500000,0
QueueDr,San Francisco,United States,Health Care,500 Global,3500000,0
Digsite,Madison,United States,Advertising,500 Global,3500000,0
Fullcube,Charlotte,United States,Billing,,3500000,0
Safe Cash,San Francisco,United States,Internet,Naveen Jain,3500000,0
NETSHIELD,Nashua,United States,B2B,Sand Hill East,3500000,0
Droplr,Bend,United States,Enterprise Software,Cascade Seed Fund,3500000,0
Epivax Oncology,Providence,United States,Biotechnology,National Institutes of Health,3500000,0
Expii,Pittsburgh,United States,Crowdsourcing,Great Oaks Venture Capital,3500000,0
Supermedium,San Francisco,United States,3D Technology,General Catalyst,3500000,0
Krystallize Technologies,Austin,United States,Cloud Computing,Eileses Capital,3500000,0
Skycision,Pittsburgh,United States,Agriculture,AgLaunch Accelerator,3500000,0
Simbi.com,San Jose,United States,Communities,Y Combinator,3500000,0
Original Stitch,San Francisco,United States,Big Data,Social Starts,3500000,0
Protes,Brooklyn,United States,Fitness,SOSV,3500000,0
Clientscape,Lisbon,Portugal,Analytics,,3500000,0
Spitball,New York,United States,Education,,3500000,0
Owl Manor Veterinary,Warsaw,United States,Biotechnology,Elevate Ventures,3500000,0
Nix86,Newton,United States,Food and Beverage,MassChallenge,3500000,0
Next Gen Capital Markets,Houston,United States,Finance,Elliott Nunez,3500000,0
Freedom Telecom Services,Monkton,United States,Mobile,,3500000,0
GenomeNext,Columbus,United States,Biotechnology,Hydra Capital,3500000,0
Oliver Cabell,Minneapolis,United States,Consumer,,3500000,0
IMMINENT Digital,New York,United States,B2B,,3500000,0
Ciphrex Corporation,San Diego,United States,Enterprise Software,,3500000,0
Ambient Clinical Analytics,Rochester,United States,Analytics,Mayo Clinic,3850000,0
Mentor Spaces,Denver,United States,Brand Marketing,Techstars,4000000,0
Koniku,San Rafael,United States,Biotechnology,IndieBio,4000000,0
Dwelo,Draper,United States,Internet of Things,Walmart,4000000,0
RecoveryOne,Walnut Creek,United States,Health Care,7wire Ventures,4000000,0
Ombre,Sunnyvale,United States,Education,Plug and Play,4000000,0
BrandShield,Herzliya,Israel,Artificial Intelligence,iAngels,4000000,0
Shep,Austin,United States,Business Travel,Plug and Play,4000000,0
Fast Forward,San Francisco,United States,Education,GitHub,4000000,0
Locent,Santa Monica,United States,Health Care,Y Combinator,4000000,0
Bling,Irvine,United States,Blockchain,Newchip,4000000,0
The Mednet,New York,United States,Health Care,National Science Foundation,4000000,0
Uniformity Labs,Fremont,United States,Industrial Manufacturing,Orion Resource Partners,4000000,0
Overclock Labs,San Francisco,United States,Cloud Infrastructure,Charlie Songhurst,4000000,0
Dash Robotics,Hayward,United States,Hardware,Vectr,4000000,0
ParqEx,Chicago,United States,Parking,gener8tor,4000000,0
Grand Circus,Detroit,United States,Coworking,,4000000,0
Purse,San Francisco,United States,Bitcoin,Digital Currency Group,4000000,0
SpaceVR,San Francisco,United States,Content Creators,Shanda Group,4000000,0
Hatch Apps,Washington,United States,Enterprise Applications,Alumni Ventures,4000000,0
Bactana Corp.,Farmington,United States,Agriculture,National Science Foundation,4000000,0
eevo,Brooklyn,United States,Content,Techstars,4000000,0
Sendbloom,San Francisco,United States,B2B,Plug and Play,4000000,0
NectarOM,Dallas,United States,Analytics,,4000000,0
Tespo,Northville,United States,E-Commerce,DSM Venturing,4000000,0
NeXtGen Biologics,Alachua,United States,Biotechnology,Jerry Jacobs Jr.,4000000,0
BotFactory,Long Island City,United States,3D Printing,New York Angels,4000000,0
Sprinkl,Dallas,United States,Consumer Electronics,Ian Woodward-Smith,4000000,0
VetMeasure,Ames,United States,Health Care,Ag Startup Engine,4000000,0
GoodSeeker,Mclean,United States,Brand Marketing,Michael Ortner,4000000,0
The Lobby,New York,United States,Consumer Software,Y Combinator,4000000,0
NIDO,Boston,United States,Health Care,Broadview Ventures,4000000,0
86Borders,Atlanta,United States,Information Services,,4000000,0
Precognitive Inc,Chicago,United States,Analytics,Flybridge,4000000,0
REX Computing,Oakland,United States,Computer,Founders Fund,4000000,0
Armarium,New York,United States,Fashion,Compound,4000000,0
Dominode,Boca Raton,United States,Blockchain,Blockchain Ventures Corp,4000000,0
Photosonix Medical,Ambler,United States,Biotechnology,Ben Franklin Technology Partners of Southeastern Pennsylvania,4000000,0
Leaftail Labs,Seattle,United States,Computer,Sequoia Capital,4000000,0
Fotition,San Mateo,United States,Mobile Apps,Starbucks Corporation,4000000,0
Enjoius,Los Angeles,United States,Blogging Platforms,Kent Wakeford,4000000,0
Idencia,Topsfield,United States,Construction,MB Growth Partners,4100000,0
Panamplify,Dallas,United States,Advertising,Deep Space Ventures,4100000,0
Musketeer,Morgan Hill,United States,Apps,Yossi Ackerman,4200000,0
Bleximo,Berkeley,United States,Computer,Eniac Ventures,4500000,0
Journal,San Francisco,United States,Enterprise Software,Bossanova Investimentos,4500000,0
POSaBIT,Kirkland,United States,Cannabis,Digital Currency Group,4500000,0
PaymentWorks,Waltham,United States,Cyber Security,Uncommon Denominator,4500000,0
Brandzooka,Boulder,United States,Advertising,Boomtown Accelerators,4500000,0
Kisi Security,Brooklyn,United States,Cloud Computing,Point Nine,4500000,0
Knack,Tampa,United States,Consumer,Village Capital,4500000,0
Loyyal,Dubai,United Arab Emirates,Blockchain,Line,4500000,0
PLOWZ & MOWZ,Syracuse,United States,Android,Science,4500000,0
Pushbullet,San Francisco,United States,Digital Media,General Catalyst,4500000,0
Othot,Pittsburgh,United States,Analytics,Innovation Works,4500000,0
DNALite Therapeutics,San Francisco,United States,Biotechnology,IndieBio,4500000,0
LeasePilot,Boston,United States,Leasing,MassChallenge,4500000,0
Switchboard Live,Philadelphia,United States,Brand Marketing,Techstars,4500000,0
Experfy,Boston,United States,Analytics,Peter Diamandis,4500000,0
Cell-Ed,Palo Alto,United States,Continuing Education,Twilio,4500000,0
Tetra,San Francisco,United States,Apps,Y Combinator,4500000,0
Find Your Trainer,New York,United States,Fitness,Amol Sarva,4500000,0
Bodhi,San Francisco,United States,Blockchain,DHVC,4500000,0
nimble,Costa Mesa,United States,Consumer,Silicon Valley Bank,4500000,0
Metricstory,Seattle,United States,Advertising,Techstars,4500000,0
Axela Technologies,Miami,United States,Financial Services,IDC Ventures,4500000,0
Sift wallet,Sunnyvale,United States,Apps,Plug and Play,4500000,0
Risk Band,Charleston,United States,GPS,,4500000,0
Blink Identity,Austin,United States,Artificial Intelligence,Techstars,4500000,0
WebJoint,Los Angeles,United States,B2B,RedTape Ventures,4500000,0
Positioning Universal,San Diego,United States,Computer,,4500000,0
Triseum,Bryan,United States,Digital Entertainment,National Science Foundation,4500000,0
InsiteVR,New York,United States,Architecture,Y Combinator,4500000,0
Vidcode,New York,United States,Education,Y Combinator,4500000,0
ENTvantageDX,Austin,United States,Biotechnology,Fort Ventures,4500000,0
Yours,San Francisco,United States,Bitcoin,Digital Currency Group,4500000,0
Asseta,San Francisco,United States,B2B,Wefunder,4500000,0
Linear Health Sciences,Oklahoma City,United States,Biotechnology,MedTech Innovator,4500000,0
MatriSys Bioscience,La Jolla,United States,Biopharma,Tech Coast Angels,4500000,0
Intent Solutions,Atlanta,United States,Biotechnology,,4500000,0
Wallflower Labs,Winchester,United States,Artificial Intelligence,Microsoft Accelerator Seattle,4500000,0
Upbeat,San Francisco,United States,Advertising Platforms,500 Global,4500000,0
Branchpoint Technologies,San Clemente,United States,Health Care,,4500000,0
eyeCam,San Francisco,United States,Biometrics,,4500000,0
PandaTree,Palo Alto,United States,Education,UP2398,4500000,0
Megacool,San Francisco,United States,Mobile,Alliance,4500000,0
CarHopper (Acquired),Miami,United States,Automotive,,4500000,0
Komiko,Redmond,United States,Analytics,Founders' Co-op,4500000,0
CSPA,San Francisco,United States,Education,Y Combinator,4500000,0
MojiLaLa,San Francisco,United States,Apps,500 Global,4500000,0
Properly,Atlanta,United States,Cloud Computing,NextView Ventures,4500000,0
WEARVR,Atlanta,United States,Virtual Reality,,4500000,0
MIODx,San Jose,United States,Biotechnology,,4500000,0
Bvddy,Miami,United States,Mobile Apps,Grupo IDC,4500000,0
MedStatix,Lancaster,United States,Information Services,Aspire Ventures,4500000,0
Jupiter Orphan Therapeutics,Jupiter,United States,Genetics,Tarnagulla Ventures,4500000,0
June.ai,New York,United States,Apps,John Suh,4500000,0
Precise Real Estate Solutions,La Jolla,United States,Compliance,Mosaik Partners,4500000,0
Show-Score,New York,United States,Digital Entertainment,Matthew Luckett,4500000,0
Reachify,New York,United States,Enterprise Software,New Enterprise Associates,4500000,0
Upstream Research,Bainbridge Island,United States,Analytics,Seven Peaks Ventures,4500000,0
Yofumo Technologies,Denver,United States,Farming,Kinled Holding,4500000,0
VUFINE,Sunnyvale,United States,Consumer Electronics,,4500000,0
ThermaGenix,Natick,United States,Biotechnology,,4500000,0
me.me,San Francisco,United States,Computer,Betaworks,4500000,0
ShoppinPal,Modesto,United States,Data Integration,EXPERT DOJO,4500000,0
Structured Polymers,Austin,United States,3D Printing,MicroVentures,4500000,0
Onevoice,Westport,United States,Communities,,4500000,0
Progenerative Medical,San Antonio,United States,Health Care,,4500000,0
BriteHub,Oakland,United States,B2B,Techstars,4500000,0
LeapLife,San Francisco,United States,Finance,NFX,4500000,0
Noble.MD,Bryn Mawr,United States,Health Care,BioAdvance,4500000,0
Fluid Truck,Denver,United States,Apps,Correlation Ventures,5000000,0
Care Angel,Miami,United States,Apps,Startupbootcamp,5000000,0
Springworks Farm,Maine,United States,Agriculture,,5000000,0
Medocity,Parsippany,United States,Health Care,,5000000,0
Oculogica,New York,United States,Health Care,Golden Seeds,5000000,0
Instavest,Mountain View,United States,Finance,Y Combinator,5000000,0
Casechek,Chicago,United States,Health Care,Brandsma Asset Management,5000000,0
PlateJoy,Cambridge,United States,Health Care,500 Global,5000000,0
PersistIQ,San Mateo,United States,CRM,Y Combinator,5000000,0
Zently,Redwood City,United States,Apps,Montage Ventures,5000000,0
Radformation,New York,United States,Health Care,The Fund,5000000,0
ParkMyCloud,Sterling,United States,Cloud Computing,Cofounders Capital,5000000,0
Love Stories TV,New York,United States,Digital Entertainment,Snap,5000000,0
Semantics3,San Francisco,United States,E-Commerce,Y Combinator,5000000,0
Brain4Net,Cambridge,United States,Data Center,LETA Capital,5000000,0
CareLuLu,Oakland,United States,Child Care,500 Global,5000000,0
EveryDose,,,Health Care,,5000000,0
Exitround,San Francisco,United States,FinTech,Techstars,5000000,0
RealCrowd,Palo Alto,United States,Crowdfunding,Andreessen Horowitz,5000000,0
Kubos,Portland,United States,Aerospace,Draper Associates,5000000,0
WealthHub Solutions,Plymouth Meeting,United States,Financial Services,Ben Franklin Technology Partners of Southeastern Pennsylvania,5000000,0
The Better Software Company,New York,United States,CRM,Mistral Venture Partners,5000000,0
Weedguide,San Diego,United States,Artificial Intelligence,,5000000,0
Public Good Software,Chicago,United States,Communities,Hyde Park Angels,5000000,0
ROIKOI,Austin,United States,Recruiting,Social Starts,5000000,0
Mitochon Pharmaceuticals,Radnor,United States,Biopharma,Ben Franklin Technology Partners of Southeastern Pennsylvania,5000000,0
